Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total_Passengers_Est,Fatal_Injury_Rate,Serious_Injury_Rate,Severe_Injury_Rate,Is_Destroyed,Make_Model
20210405102870,Accident,GAA21WA062,2021-04-01,"Colon and El Marques, Queretaro, Mexico",Mexico,,,,,Fatal,Substantial,Airplane,C-GBQA,CESSNA,182,No,1.0,Unknown,NUSN,Unknown,,1.0,0.0,0.0,0.0,UNKNOWN,Unknown,,,1.0,1.0,0.0,1.0,False,CESSNA_182
20210510103061,Incident,GAA21WA108,2021-04-01,"Tamuin, Mexico",Mexico,,,,,Non-Fatal,Minor,Airplane,XB-WIN,PIPER,PA28R,No,1.0,Unknown,NUSN,Unknown,,0.0,0.0,0.0,4.0,UNKNOWN,Unknown,,,4.0,0.0,0.0,0.0,False,PIPER_PA28R
20210405102866,Accident,GAA21WA064,2021-04-02,"Iztapa, OF",Guatemala,135551N,0904329W,,,Non-Fatal,Substantial,Airplane,TG-JAO,PIPER,PA46,No,1.0,Unknown,UNK,Unknown,,0.0,1.0,0.0,0.0,UNKNOWN,Unknown,,,1.0,0.0,1.0,1.0,False,PIPER_PA46
20210406102877,Accident,CEN21LA182,2021-04-02,"Denver, CO",United States,040633N,1044250W,18V,Platte Valley Airpark,Non-Fatal,Substantial,Airplane,N4802,CESSNA,180,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots loss of situational awareness, and his unintended landing on a soft unimproved dirt road, which resulted in a loss of directional control into soft ground and the airplane to subsequently nose over.  


",20-08-2021,1.0,0.0,0.0,0.0,False,CESSNA_180
20210403102859,Accident,WPR21LA153,2021-04-03,"Sand Point, ID",United States,481758N,1163336W,SZT,SANDPOINT,Non-Fatal,Substantial,Airplane,N7616X,CESSNA,172,No,1.0,Reciprocating,091,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,"The student pilots improper landing flare which resulted in a hard landing, loss of directional control and subsequent nose over. ",20-09-2021,1.0,0.0,1.0,1.0,False,CESSNA_172
20210404102860,Accident,ERA21LA170,2021-04-03,"College Park, MD",United States,385856N,0765527W,CGS,COLLEGE PARK,Non-Fatal,Substantial,Airplane,N2953L,MOONEY,M20C,No,1.0,Unknown,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,,30-04-2021,1.0,0.0,0.0,0.0,False,MOONEY_M20C
20210406102875,Accident,CEN21LA180,2021-04-03,"Delavan, WI",United States,424014N,0088431W,pvt,Private,Non-Fatal,Substantial,Airplane,N1522C,CESSNA,180,No,1.0,Reciprocating,091,Personal,HANSEN ROBERT C,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilots failure to maintain control of the airplane during the landing roll with gusting crosswinds, which resulted in his excessive brake input and a subsequent nose over. 

",20-08-2021,1.0,0.0,1.0,1.0,False,CESSNA_180
20210419102940,Accident,WPR21LA164,2021-04-03,"Fairbanks, AK",United States,644854N,1475123W,AFA,FAIRBANKS INTL,Non-Fatal,Substantial,Airplane,N215MC,CESSNA,208B,No,1.0,Unknown,135,Business,TATONDUK OUTFITTERS LTD DBA,0.0,0.0,0.0,5.0,IMC,Unknown,,01-10-2021,5.0,0.0,0.0,0.0,False,CESSNA_208B
20210407102884,Accident,ERA21LA174,2021-04-06,"Arcadia, FL",United States,271036N,0814936W,X06,ARCADIA MUNI,Non-Fatal,Substantial,Airplane,N18394,BEECH,A36,No,1.0,Unknown,091,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,,20-04-2021,1.0,0.0,0.0,0.0,False,BEECH_A36
20210408102897,Accident,ERA21LA180,2021-04-06,"Orangeburg, SC",United States,332725N,0805134W,OGB,ORANGEBURG MUNI,Non-Fatal,Substantial,Airplane,N22467,CESSNA,172S,No,1.0,Reciprocating,091,Instructional,EAGLE AVIATION INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots improper recovery from a bounced landing, which resulted in a hard landing.",20-09-2021,1.0,0.0,0.0,0.0,False,CESSNA_172S
20210408102894,Accident,CEN21LA185,2021-04-07,"Schaumburg, IL",United States,415922N,0008866W,06C,SCHAUMBURG RGNL,Non-Fatal,Substantial,Airplane,N21175,PIPER,PA-28-181,No,1.0,Reciprocating,091,Other Work Use,,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots failure to maintain directional control during the rejected takeoff with a left quartering crosswind that shifted to a tailwind.
",22-09-2021,3.0,0.0,0.0,0.0,False,PIPER_PA-28-181
20210420102944,Accident,GAA21WA079,2021-04-08,"Roskilde, Denmark",Denmark,,,EKRK,,Non-Fatal,Minor,Airplane,OY-JEC,PIPER,PA28,No,1.0,Unknown,NUSN,Unknown,,0.0,0.0,0.0,2.0,UNKNOWN,Unknown,,,2.0,0.0,0.0,0.0,False,PIPER_PA28
20210414102908,Accident,CEN21LA188,2021-04-10,"Tishomingo, OK",United States,341155N,0964028W,0F9,Tishomingo Airpark,Non-Fatal,Substantial,Airplane,N439WT,CESSNA,150M,No,1.0,Reciprocating,091,Personal,Pilot,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots decision to abort the takeoff on encountering a wind gust and his landing beyond the end of the runway that resulted in the airplane impacting a ditch collapsing the nose landing gear. 
",20-10-2021,2.0,0.0,0.0,0.0,False,CESSNA_150M
20210413102905,Accident,ERA21LA183,2021-04-12,"Weyers Cave, VA",United States,381550N,0785347W,SHD,SHENANDOAH VALLEY RGNL,Non-Fatal,Substantial,Airplane,N7242F,PIPER,PA-28-140,No,1.0,Unknown,091,Personal,DJAIR,0.0,1.0,1.0,0.0,VMC,Unknown,,11-05-2021,2.0,0.0,0.5,0.5,False,PIPER_PA-28-140
20210422102965,Accident,WPR21LA174,2021-04-12,"Silver City, NM",United States,323812N,0108923W,SVC,GRANT COUNTY,Non-Fatal,Substantial,Airplane,N222BM,PIPER,PA-28-180,No,1.0,Reciprocating,091,Personal,,0.0,2.0,0.0,0.0,VMC,Unknown,"The pilots loss of situational awareness and failure to touchdown on the runway which resulted in a collision with the airports perimeter fence.",20-09-2021,2.0,0.0,1.0,1.0,False,PIPER_PA-28-180
20210420102948,Accident,GAA21WA081,2021-04-13,"Canberra, OF",Australia,,,,,Fatal,Destroyed,Airplane,VH-DLA,CESSNA,172,No,1.0,Unknown,NUSN,Unknown,,2.0,0.0,0.0,0.0,UNKNOWN,Unknown,,,2.0,1.0,0.0,1.0,True,CESSNA_172
20210415102913,Accident,WPR21LA157,2021-04-14,"Bellingham, WA",United States,484734N,1223215W,BLI,Bellingham Intl Airport,Non-Fatal,Substantial,Airplane,N51380,CESSNA,172P,No,1.0,Reciprocating,091,Instructional,Regal Air,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots inadequate flare resulting in a loss of control during landing with a crosswind and subsequent nose over.",20-09-2021,1.0,0.0,0.0,0.0,False,CESSNA_172P
20210422102961,Accident,ANC21LA031,2021-04-15,"Anchorage, AK",United States,611259N,1495011W,MRI,MERRILL FLD,Non-Fatal,Substantial,Airplane,N714JE,CESSNA,A185F,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,3.0,VMC,Unknown,"A loss of control during landing for reasons that could not be determined based on the available evidence.  ",19-10-2021,3.0,0.0,0.0,0.0,False,CESSNA_A185F
20210421102952,Accident,WPR21LA166,2021-04-16,"Williams, AZ",United States,351846N,1121116W,CMR,H. A. CLARK MEML FLD,Fatal,Substantial,Airplane,N2506N,CESSNA,140,No,1.0,Unknown,091,Personal,,2.0,0.0,0.0,0.0,UNKNOWN,Unknown,,18-05-2021,2.0,1.0,0.0,1.0,False,CESSNA_140
20210418102928,Accident,CEN21LA191,2021-04-17,"Caro, MI",United States,432933N,0083235W,CFS,,Non-Fatal,Substantial,Airplane,N22005,CESSNA,150,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's inadequate preflight inspection and fuel planning and improper in-flight decision-making, which resulted in a total loss of engine power due to fuel exhaustion.

",20-08-2021,1.0,0.0,0.0,0.0,False,CESSNA_150
20210419102934,Accident,ERA21LA187,2021-04-17,"Venice, FL",United States,027452N,0822438W,VNC,VENICE MUNI,Non-Fatal,Substantial,Airplane,N60457,CESSNA,172S,No,1.0,Reciprocating,091,Instructional,FLORIDA FLIGHT TRAINING CENTER,0.0,0.0,0.0,2.0,VMC,Unknown,"A total loss of engine power for reasons that could not be determined based on the available information.",15-10-2021,2.0,0.0,0.0,0.0,False,CESSNA_172S
20210419102937,Accident,CEN21LA194,2021-04-17,"North Vernon, IN",United States,039318N,0853555W,OVO,,Non-Fatal,Substantial,Airplane,N19D,CESSNA,A185F,No,1.0,Unknown,091,Personal,ECHELON RIGHT LLC,0.0,0.0,0.0,1.0,VMC,Unknown,,21-04-2021,1.0,0.0,0.0,0.0,False,CESSNA_A185F
20210418102930,Accident,CEN21LA193,2021-04-18,"McKinney, TX",United States,331037N,0963516W,TKI,MCKINNEY NTL,Non-Fatal,Substantial,Airplane,N2973R,PIPER,PA28R,No,1.0,Unknown,091,Instructional,,0.0,2.0,0.0,0.0,VMC,Unknown,,23-04-2021,2.0,0.0,1.0,1.0,False,PIPER_PA28R
20210419102938,Accident,WPR21LA163,2021-04-18,"Wilsall, MT",United States,460300N,1041712W,9U1,WILSALL,Non-Fatal,Substantial,Airplane,N83359,PIPER,PA-18-150,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's failure to maintain directional control during the landing roll with a crosswind.",19-10-2021,2.0,0.0,0.0,0.0,False,PIPER_PA-18-150
20210430103007,Accident,CEN21LA206,2021-04-19,"Curtis, NE",United States,403820N,1002824W,47V,CURTIS MUNI,Non-Fatal,Substantial,Airplane,N2955D,CESSNA,170B,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"Water contamination of the airplanes fuel supply which resulted in a total loss of engine power.
",20-10-2021,1.0,0.0,0.0,0.0,False,CESSNA_170B
20210422102963,Accident,ANC21LA032,2021-04-21,"Tyonek, AK",United States,591823N,1543524W,,,Non-Fatal,Substantial,Airplane,N180RJ,CESSNA,180,No,1.0,Reciprocating,091,Personal,KINDRED DAVID M,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots loss of directional control while dragging the surface of an ice- and snow-covered lake in gusting wind conditions, which resulted in an impact with a tree. ",29-09-2021,1.0,0.0,0.0,0.0,False,CESSNA_180
20210423102970,Accident,CEN21LA197,2021-04-22,"Faribault, MN",United States,441944N,0931847W,FBL,Fairbault Muni,Non-Fatal,Substantial,Airplane,N7114C,PIPER,PA28,No,1.0,Reciprocating,091,Instructional,AV8 Flight School,0.0,0.0,0.0,2.0,VMC,Unknown,"The student pilots failure to maintain control during takeoff in gusty wind conditions and the flight instructors delayed remedial action, which resulted in the airplane colliding with trees and subsequently the ground. 

",16-07-2021,2.0,0.0,0.0,0.0,False,PIPER_PA28
20210424102974,Accident,CEN21FA199,2021-04-24,"Port Aransas, TX",United States,274837N,0965447W,RAS,MUSTANG BEACH,Fatal,Destroyed,Airplane,N587CD,CIRRUS DESIGN CORP,SR22,No,1.0,Unknown,091,Personal,,1.0,0.0,2.0,0.0,VMC,Unknown,,21-05-2021,3.0,0.3333333333333333,0.0,0.3333333333333333,True,CIRRUS DESIGN CORP_SR22
20210430103003,Accident,ERA21LA198,2021-04-24,"Fredericksburg, VA",United States,038160N,0772654W,EZF,SHANNON,Non-Fatal,Substantial,Airplane,N80874,CESSNA,172M,No,1.0,Unknown,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,,,1.0,0.0,0.0,0.0,False,CESSNA_172M
20210428102991,Accident,GAA21WA094,2021-04-25,"Chiguao, OF",Venezuela,064749N,0632225W,,,Non-Fatal,Substantial,Airplane,YV2185,CESSNA,182,No,1.0,Unknown,NUSN,Unknown,,0.0,0.0,1.0,0.0,UNKNOWN,Unknown,,,1.0,0.0,0.0,0.0,False,CESSNA_182
20210428102992,Accident,GAA21WA095,2021-04-25,"Fundo, OF",Venezuela,,,,,Fatal,Destroyed,Airplane,YV2324,CESSNA,182,No,1.0,Unknown,NUSC,Unknown,,1.0,0.0,0.0,0.0,UNKNOWN,Unknown,,,1.0,1.0,0.0,1.0,True,CESSNA_182
20210430103006,Accident,ANC21LA034,2021-04-25,"Palmer, AK",United States,611659N,1482527W,,,Non-Fatal,Substantial,Airplane,N1685V,CESSNA,140,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots selection of unsuitable terrain for landing and his excessive braking which resulted in a nose-over.",19-10-2021,1.0,0.0,0.0,0.0,False,CESSNA_140
20210427102983,Accident,GAA21WA090,2021-04-26,"Buckinghamshire, OF",United Kingdom,,,EGTB,,Non-Fatal,Substantial,Airplane,N222SW,CIRRUS DESIGN CORP,SR22,No,1.0,Unknown,NUSN,Unknown,,0.0,0.0,0.0,1.0,UNKNOWN,Unknown,,,1.0,0.0,0.0,0.0,False,CIRRUS DESIGN CORP_SR22
20210427102986,Accident,ANC21LA033,2021-04-26,"Anchorage, AK",United States,612433N,1493139W,BCV,BIRCHWOOD,Non-Fatal,Substantial,Airplane,N77219,CESSNA,140,No,1.0,Unknown,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,,26-05-2021,2.0,0.0,0.0,0.0,False,CESSNA_140
20210429102997,Accident,CEN21LA204,2021-04-26,"Slaughter, LA",United States,304323N,0091859W,LS77,MAGNOLIA AIRPARK,Fatal,Substantial,Airplane,N26783,PIPER,J3C-65,No,1.0,Unknown,091,Personal,,1.0,0.0,1.0,0.0,VMC,Unknown,,27-05-2021,2.0,0.5,0.0,0.5,False,PIPER_J3C-65
20210505103033,Accident,GAA21WA101,2021-04-26,"Grasmere, OF",South Africa,,,,,Fatal,Substantial,Airplane,ZS-PXI,CESSNA,172,No,1.0,Unknown,091,Unknown,,4.0,0.0,0.0,0.0,UNKNOWN,Unknown,,,4.0,1.0,0.0,1.0,False,CESSNA_172
20210428102989,Accident,ERA21FA194,2021-04-28,"Middleburg, FL",United States,030344N,0815830W,FL13,Spencers Airpark,Fatal,Destroyed,Airplane,N6009U,BEECH,C23,No,1.0,Unknown,091,Personal,,3.0,0.0,0.0,0.0,VMC,Unknown,,11-05-2021,3.0,1.0,0.0,1.0,True,BEECH_C23
20210506103040,Accident,ERA21LA210,2021-04-28,"Friendly, MD",United States,384455N,0765721W,VKX,POTOMAC AIRFIELD,Non-Fatal,Substantial,Airplane,N32592,PIPER,PA-28-180,No,1.0,Reciprocating,091,Personal,5Niner2Aviation,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots failure to attain a proper touchdown point on landing, which resulted in a collision with the runway lip.",20-09-2021,3.0,0.0,0.0,0.0,False,PIPER_PA-28-180
20210430103004,Accident,ERA21LA199,2021-04-29,"Warwick, NY",United States,411641N,0741742W,N72,WARWICK MUNI,Non-Fatal,Substantial,Airplane,N6448U,MOONEY,M20C,No,1.0,Reciprocating,091,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"A loose stand-off clamp which resulted in a throttle assembly malfunction, and the inability of the engine to produce full power during the attempted takeoff.",22-09-2021,1.0,0.0,0.0,0.0,False,MOONEY_M20C
20210507103045,Accident,ERA21LA213,2021-04-29,"Okeechobee, FL",United States,271427N,0805756W,,,Non-Fatal,Substantial,Airplane,N271SG,PIPER,PA-28-161,No,1.0,Unknown,091,Personal,Airborne Systems Inc.,0.0,1.0,1.0,0.0,VMC,Unknown,,14-05-2021,2.0,0.0,0.5,0.5,False,PIPER_PA-28-161
20210505103031,Accident,ERA21LA205,2021-04-30,"Columbia, KY",United States,003758N,0852038W,I96,COLUMBIA-ADAIR COUNTY,Non-Fatal,Substantial,Airplane,N2136M,PIPER,PA-28-161,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to obtain a proper touchdown point on the runway, which resulted in a runway excursion.",20-08-2021,1.0,0.0,0.0,0.0,False,PIPER_PA-28-161
20210502103010,Accident,ERA21LA201,2021-05-01,"Lakeland, FL",United States,275922N,0815943W,LAL,Lakeland Linder International,Fatal,Destroyed,Airplane,N125WC,BEECH,A36,No,1.0,Unknown,091,Personal,,1.0,0.0,1.0,0.0,VMC,Unknown,,19-05-2021,2.0,0.5,0.0,0.5,True,BEECH_A36
20210504103025,Accident,ANC21LA035,2021-05-01,"Lanai City, HI",United States,204726N,0156570W,LNY,LANAI,Non-Fatal,Substantial,Airplane,N3929,CESSNA,172P,No,1.0,Reciprocating,091,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,"The solo student pilots failure to maintain directional control during landing in crosswind conditions, which resulted in a runway excursion and a nose-over. ",17-12-2021,1.0,0.0,1.0,1.0,False,CESSNA_172P
20210503103014,Accident,ERA21LA202,2021-05-02,"Martinsville, VA",United States,363753N,0008015W,MTV,BLUE RIDGE,Non-Fatal,Substantial,Airplane,N1089D,CESSNA,172S,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots improper pitch control during a go-around in gusting crosswind conditions, which resulted in a tail strike and a runway excursion.",20-09-2021,1.0,0.0,0.0,0.0,False,CESSNA_172S
20210503103016,Accident,WPR21LA180,2021-05-02,"Cuba, NM",United States,036120N,1065730W,NM2,Cuba Landing Strip Airport,Non-Fatal,Substantial,Airplane,N9127B,CESSNA,172,No,1.0,Reciprocating,091,Personal,MURROW WILLIAM R,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain lateral control during takeoff after an encounter with a gusting wind, which resulted in a wing strike.  ",20-08-2021,1.0,0.0,1.0,1.0,False,CESSNA_172
20210503103017,Accident,ERA21LA203,2021-05-02,"Williamson, GA",United States,033928N,0842232W,5GA3,EAGLES LANDING,Non-Fatal,Substantial,Airplane,N6915S,CESSNA,150,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's decision to land the airplane with a tailwind, which led to a runway excursion. ",16-11-2021,1.0,0.0,0.0,0.0,False,CESSNA_150
20210503103018,Accident,WPR21LA181,2021-05-02,"Driggs, ID",United States,434417N,0111627W,DIJ,DRIGGS-REED MEML,Non-Fatal,Substantial,Airplane,N9BB,CESSNA,A185F,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to maintain directional control while landing with gusting wind conditions, which resulted in a ground loop.
 ",20-08-2021,1.0,0.0,0.0,0.0,False,CESSNA_A185F
20210512103070,Accident,WPR21LA192,2021-05-05,"Lewiston, ID",United States,462249N,0117113W,LWS,LEWISTON-NEZ PERCE COUNTY,Non-Fatal,Substantial,Airplane,N733BT,CESSNA,172N,No,1.0,Unknown,091,Instructional,Northern Air Inc.,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control during taxiing in crosswind conditions, which resulted in a taxiway excursion and collision with a fence.",20-08-2021,1.0,0.0,0.0,0.0,False,CESSNA_172N
20210510103051,Accident,CEN21LA211,2021-05-06,"Spring, TX",United States,030342N,0953310W,DWH,DAVID WAYNE HOOKS MEML,Non-Fatal,Substantial,Airplane,N54MC,PIPER,PA-28-161,No,1.0,Unknown,091,Instructional,HOFFMAN AVIATION SERVICES LLC,0.0,0.0,0.0,2.0,VMC,Unknown,,18-05-2021,2.0,0.0,0.0,0.0,False,PIPER_PA-28-161
20210510103056,Accident,ANC21LA036,2021-05-06,"Willow, AK",United States,061431N,0015051W,AK69,LONG LAKE,Non-Fatal,Substantial,Airplane,N7850D,PIPER,PA-22-150,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots over application of the brakes while landing on a wet grass runway, which resulted in a loss of control and nose-over.",17-12-2021,2.0,0.0,0.0,0.0,False,PIPER_PA-22-150
20210510103057,Accident,ANC21LA037,2021-05-07,"Cold Bay, AK",United States,055120N,0162431W,CDB,COLD BAY,Non-Fatal,Substantial,Airplane,N717DR,PIPER,PA-18-150,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots failure to maintain directional control during takeoff in a gusty crosswind condition. ",17-12-2021,2.0,0.0,0.0,0.0,False,PIPER_PA-18-150
20210510103052,Accident,WPR21LA186,2021-05-08,"Tucson, AZ",United States,032832N,1111028W,RYN,RYAN FLD,Non-Fatal,Substantial,Airplane,N54140,CESSNA,172P,No,1.0,Reciprocating,091,Instructional,Daniel Mosier,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots improper pitch control and landing flare, which resulted in a hard bounce and subsequent porpoised landing.  ",20-08-2021,1.0,0.0,0.0,0.0,False,CESSNA_172P
20210510103055,Accident,WPR21LA188,2021-05-08,"San Bernardino, CA",United States,034543N,0117146W,SBD,SAN BERNARDINO INTL,Non-Fatal,Substantial,Airplane,N54PW,CESSNA,182Q,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots improper landing flare, which resulted in a hard landing and his subsequent inadequate pitch and airplane control during a go around which resulted in a nose landing gear collapse.   ",20-08-2021,2.0,0.0,0.0,0.0,False,CESSNA_182Q
20210518103096,Accident,ERA21LA219,2021-05-08,"Miami, FL",United States,253836N,0080267W,TMB,MIAMI EXEC,Non-Fatal,Substantial,Airplane,N9795B,CESSNA,172RG,No,1.0,Unknown,091,Instructional,SILVER EXPRESS CO DBA,0.0,0.0,0.0,3.0,VMC,Unknown,,,3.0,0.0,0.0,0.0,False,CESSNA_172RG
20210512103071,Accident,CEN21LA213,2021-05-11,"Merrill, WI",United States,451431N,0893648W,RRL,Merrill Municipal Airport,Non-Fatal,Substantial,Airplane,N793Y,BEECH,C23,No,1.0,Unknown,091,Personal,,0.0,2.0,0.0,0.0,VMC,Unknown,,18-05-2021,2.0,0.0,1.0,1.0,False,BEECH_C23
20210513103083,Accident,WPR21LA193,2021-05-11,"Chandler, AZ",United States,331756N,1115457W,P19,STELLAR AIRPARK,Non-Fatal,Substantial,Airplane,N47AF,CESSNA,172R,No,1.0,Reciprocating,091,Other Work Use,AMERIFLYERS OF TEXAS INC,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilots failure to locate the airport which resulted in an approach to a road and subsequent collision with powerlines during a go-around in low light conditions.  ",20-09-2021,1.0,0.0,0.0,0.0,False,CESSNA_172R
20210722103524,Accident,GAA21WA179,2021-05-11,"Neuquen, Argentina",Argentina,,,,,Non-Fatal,Unknown,Airplane,LV-GUK,CESSNA,182,No,1.0,Unknown,NUSN,Unknown,,0.0,0.0,0.0,1.0,UNKNOWN,Unknown,,,1.0,0.0,0.0,0.0,False,CESSNA_182
20210513103078,Accident,ERA21LA214,2021-05-12,"Johnson City, TN",United States,362149N,0821832W,0A4,JOHNSON CITY,Non-Fatal,Substantial,Airplane,N6344E,CESSNA,172,No,1.0,Reciprocating,091,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilots excessive airspeed during the landing approach and his delayed remedial action, which resulted in the airplane striking obstacles during an aborted landing. Contributing was the pilots decision to land with a tailwind.",22-09-2021,1.0,0.0,0.0,0.0,False,CESSNA_172
20210517103092,Accident,ANC21LA039,2021-05-12,"Kenai, AK",United States,060348N,1511440W,ENA,Kenai Municipal Airport,Non-Fatal,Substantial,Airplane,N92793,PIPER,PA-12,No,1.0,Reciprocating,091,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's excessive application of the airplanes wheel brakes while landing, which resulted in a nose over.",20-10-2021,1.0,0.0,0.0,0.0,False,PIPER_PA-12
20210515103085,Accident,ERA21LA216,2021-05-13,"Gulf Shores, AL",United States,301728N,0874030W,JKA,JACK EDWARDS NTL,Non-Fatal,Substantial,Airplane,N5170K,CESSNA,172,No,1.0,Reciprocating,091,Instructional,SKYWARRIOR FLIGHT TRAINING INC,0.0,0.0,0.0,3.0,VMC,Unknown,"The flight instructors delayed remedial action, which resulted in a loss of control during an attempted go-around.",20-08-2021,3.0,0.0,0.0,0.0,False,CESSNA_172
20210514103084,Accident,ERA21LA215,2021-05-14,"Daytona Beach, FL",United States,291048N,0081329W,DAB,Daytona Beach International Ai,Non-Fatal,Substantial,Airplane,N62568,CESSNA,172,No,1.0,Reciprocating,091,Instructional,Phoenix East Aviation,0.0,2.0,0.0,0.0,VMC,Unknown,"Both pilots failure to maintain control during the landing flare and the flight instructors failure to maintain control during an attempted go-around, in gusting quartering headwind conditions, which resulted in the exceedance of the airplanes critical angle of attack and an aerodynamic stall at low altitude.",20-08-2021,2.0,0.0,1.0,1.0,False,CESSNA_172
20210517103093,Accident,CEN21LA221,2021-05-14,"Pinckneyville, IL",United States,038436N,0089248W,PJY,,Non-Fatal,Substantial,Airplane,N1875W,BEECH,A36,No,1.0,Unknown,091,Personal,JL AVIATION LLC,0.0,0.0,0.0,2.0,VMC,Unknown,,26-05-2021,2.0,0.0,0.0,0.0,False,BEECH_A36
20210516103086,Accident,ERA21LA217,2021-05-15,"Brewton, AL",United States,003133N,0008742W,12J,BREWTON MUNI,Non-Fatal,Substantial,Airplane,N3396J,CESSNA,150,No,1.0,Reciprocating,091,Personal,DEATHERAGE JAMES R,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to maintain adequate airspeed while maneuvering at low altitude, which resulted in an aerodynamic stall and impact with the ground.",20-08-2021,1.0,0.0,0.0,0.0,False,CESSNA_150
20210527103154,Accident,GAA21WA125,2021-05-15,"Pocone, OF",Brazil,,,,,Non-Fatal,Substantial,Airplane,PT-JJH,CESSNA,182,No,1.0,Unknown,NUSN,Unknown,,0.0,1.0,1.0,0.0,UNKNOWN,Unknown,,,2.0,0.0,0.5,0.5,False,CESSNA_182
20210603103205,Accident,WPR21LA222,2021-05-15,"Las Vegas, NV",United States,355822N,0011584W,HND,HENDERSON EXEC,Non-Fatal,Substantial,Airplane,N1996T,PIPER,PA-28R-200,No,1.0,Reciprocating,091,Instructional,US Aviators,0.0,0.0,0.0,3.0,VMC,Unknown,"The flight instructors failure to compensate for a downdraft during takeoff, which resulted in a loss of control and collision with terrain. ",20-09-2021,3.0,0.0,0.0,0.0,False,PIPER_PA-28R-200
20210517103087,Accident,WPR21LA194,2021-05-16,"Lake Arrowhead, CA",United States,341549N,0117931W,,,Non-Fatal,Substantial,Airplane,N7350E,CESSNA,210,No,1.0,Unknown,091,Personal,Jerry Muszynski,0.0,0.0,2.0,0.0,UNKNOWN,Unknown,,25-05-2021,2.0,0.0,0.0,0.0,False,CESSNA_210
20210517103090,Accident,GAA21WA155,2021-05-16,"Finca El Estanco  Municipio de Tenjo, Cundinamrca, Colombia",Colombia,,,,,Non-Fatal,Substantial,Airplane,HK4418G,CESSNA,172,No,1.0,Unknown,NUSN,Unknown,,0.0,0.0,0.0,2.0,UNKNOWN,Unknown,,,2.0,0.0,0.0,0.0,False,CESSNA_172
20210524103136,Accident,CEN21LA232,2021-05-16,"Whitewater, WI",United States,424717N,0088413W,,,Non-Fatal,Substantial,Airplane,N4144B,CIRRUS DESIGN CORP,SR22,No,1.0,Unknown,091,Personal,,0.0,0.0,0.0,3.0,IMC,Unknown,,09-06-2021,3.0,0.0,0.0,0.0,False,CIRRUS DESIGN CORP_SR22
